raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
RJCN 050100Z 18005KT 130V210 9999 FEW009 SCT012 BKN018 08/04 Q1023,RJCN,2024-05-05T01:00:00Z,43.578,144.96,8,4,180,5,,6+,30.21,,,,,,,,,,,FEW,900,SCT,1200,BKN,1800,,,MVFR,,,,,,,,,,,,METAR,62
RJCM 050100Z 17011KT 140V210 9999 FEW020 SCT/// 16/07 Q1020,RJCM,2024-05-05T01:00:00Z,43.881,144.164,16,7,170,11,,6+,30.12,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,30
RJCK 050100Z 10004KT 020V140 9999 FEW010 BKN015 09/06 Q1023,RJCK,2024-05-05T01:00:00Z,43.041,144.193,9,6,100,4,,6+,30.21,,,,,,,,,,,FEW,1000,BKN,1500,,,,,MVFR,,,,,,,,,,,,METAR,94
RJCH 050100Z 16004KT 120V200 CAVOK 15/09 Q1020,RJCH,2024-05-05T01:00:00Z,41.77,140.822,15,9,160,4,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,36
RJCC 050100Z 18016KT 9999 FEW020 BKN/// 15/09 Q1020,RJCC,2024-05-05T01:00:00Z,42.774,141.693,15,9,180,16,,6+,30.12,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,19
RJCB 050100Z VRB02KT 4500 BR FEW003 BKN004 BKN005 06/06 Q1022,RJCB,2024-05-05T01:00:00Z,42.733,143.217,6,6,VRB,2,,2.8,30.18,,,,,,,,,,BR,FEW,300,BKN,400,BKN,500,,,LIFR,,,,,,,,,,,,METAR,149
RJBT 050100Z 17009KT 100V200 CAVOK 24/05 Q1019,RJBT,2024-05-05T01:00:00Z,35.513,134.787,24,5,170,9,,6+,30.09,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,172
RJBE 050100Z 32005KT 260V350 9999 FEW020 BKN/// 22/13 Q1022,RJBE,2024-05-05T01:00:00Z,34.633,135.224,22,13,320,5,,6+,30.18,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,5
RJBD 050100Z 16014KT 9999 FEW025 SCT/// 21/14 Q1022,RJBD,2024-05-05T01:00:00Z,33.662,135.364,21,14,160,14,,6+,30.18,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,91
RJBB 050100Z 01007KT 9999 FEW020 SCT/// 19/16 Q1022 BECMG 30007KT,RJBB,2024-05-05T01:00:00Z,34.434,135.233,19,16,10,7,,6+,30.18,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8
RJAW 050100Z 06020KT 9999 BKN015 SCT040 23/20 Q1016 RMK 6CU015 4SC040 A3002 WIND BY EQPT/25,RJAW,2024-05-05T01:00:00Z,24.784,141.322,23,20,60,20,,6+,30.00,,,,,,,,,,,BKN,1500,SCT,4000,,,,,MVFR,,,,,,,,,,,,METAR,116
RJAH 050100Z 23008KT 170V250 9999 FEW030 25/14 Q1022,RJAH,2024-05-05T01:00:00Z,36.182,140.415,25,14,230,8,,6+,30.18,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,31
RJAF 050100Z 15011KT 110V170 CAVOK 24/08 Q1023,RJAF,2024-05-05T01:00:00Z,36.167,137.923,24,8,150,11,,6+,30.21,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,652
RJAA 050100Z 23005KT 150V280 CAVOK 26/14 Q1022 NOSIG RMK A3020,RJAA,2024-05-05T01:00:00Z,35.765,140.386,26,14,230,5,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,36
RCTP 050100Z 30004KT 280V350 7000 FEW006 SCT010 BKN015 26/25 Q1011 NOSIG RMK A2988,RCTP,2024-05-05T01:00:00Z,25.078,121.233,26,25,300,4,,4.35,29.85,,,,,,TRUE,,,,,FEW,600,SCT,1000,BKN,1500,,,MVFR,,,,,,,,,,,,METAR,33
RCSS 050100Z VRB02KT 9999 FEW013 SCT030 BKN045 29/24 Q1011 NOSIG RMK A2986,RCSS,2024-05-05T01:00:00Z,25.069,121.552,29,24,VRB,2,,6+,29.85,,,,,,TRUE,,,,,FEW,1300,SCT,3000,BKN,4500,,,VFR,,,,,,,,,,,,METAR,8
RCNN 050100Z 12002KT 9999 VCSH FEW010 SCT040 BKN060 28/21 Q1012 NOSIG RMK A2989 VCSH SW-W,RCNN,2024-05-05T01:00:00Z,22.95,120.206,28,21,120,2,,6+,29.88,,,,,,TRUE,,,,VCSH,FEW,1000,SCT,4000,BKN,6000,,,VFR,,,,,,,,,,,,METAR,15
RCMQ 050100Z 29004KT 4000 -RA VCTS BR FEW004 FEW012CB SCT020 BKN050 24/24 Q1012 NOSIG RMK A2988 TS SW MOV N,RCMQ,2024-05-05T01:00:00Z,24.265,120.621,24,24,290,4,,2.49,29.88,,,,,,TRUE,,,,-RA VCTS BR,FEW,400,FEW,1200,SCT,2000,BKN,5000,IFR,,,,,,,,,,,,METAR,202
RCFN 050100Z 17007KT 120V210 9999 FEW015 BKN250 30/26 Q1012 NOSIG RMK A2989,RCFN,2024-05-05T01:00:00Z,22.755,121.102,30,26,170,7,,6+,29.88,,,,,,TRUE,,,,,FEW,1500,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,42
PLCH 050100Z 09007KT 9999 SCT019 BKN040 29/27 Q1005,PLCH,2024-05-05T01:00:00Z,1.988,-157.349,29,27,90,7,,6+,29.68,,,,,,,,,,,SCT,1900,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,5
PKWA 050100Z AUTO 08011KT 10SM CLR 31/24 A2978 RMK AO2 T03050241,PKWA,2024-05-05T01:00:00Z,8.72,167.724,30.5,24.1,80,11,,10+,29.78,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
PAOM 050100Z 03019G29KT 10SM OVC029 03/M03 A2942 RMK AO2 PK WND 03029/0056 T00331033 $,PAOM,2024-05-05T01:00:00Z,64.5111,-165.44,3.3,-3.3,30,19,29,10+,29.42,,,,TRUE,TRUE,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,SPECI,6
OYAA 050100Z 09012KT 8000 SCT018 30/27 Q1007 NOSIG,OYAA,2024-05-05T01:00:00Z,12.829,45.029,30,27,90,12,,4.97,29.73,,,,,,TRUE,,,,,SCT,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,3
OTHH 050100Z 02007KT 9000 FEW005 26/24 Q1007 NOSIG,OTHH,2024-05-05T01:00:00Z,25.273,51.609,26,24,20,7,,5.59,29.73,,,,,,TRUE,,,,,FEW,500,,,,,,,VFR,,,,,,,,,,,,METAR,3
OTBD 050100Z 03006KT 9000 FEW005 26/25 Q1007 NOSIG,OTBD,2024-05-05T01:00:00Z,25.261,51.565,26,25,30,6,,5.59,29.73,,,,,,TRUE,,,,,FEW,500,,,,,,,VFR,,,,,,,,,,,,METAR,13
ORSU 050100Z 32003KT 8000 NSC 10/10 Q1012,ORSU,2024-05-05T01:00:00Z,35.56,45.318,10,10,320,3,,4.97,29.88,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,760
ORNI 050100Z 00000KT 6000 NSC 19/18 Q1007,ORNI,2024-05-05T01:00:00Z,31.99,44.405,19,18,0,0,,3.73,29.73,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,33
ORMM 050100Z 14008KT CAVOK 23/16 Q1007 NOSIG,ORMM,2024-05-05T01:00:00Z,30.549,47.662,23,16,140,8,,6+,29.73,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
ORER 050100Z 11007KT 9000 SCT030 20/10 Q1009,ORER,2024-05-05T01:00:00Z,36.232,43.951,20,10,110,7,,5.59,29.79,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,399
ORBI 050100Z 14006KT CAVOK 20/18 Q1007 NOSIG,ORBI,2024-05-05T01:00:00Z,33.263,44.235,20,18,140,6,,6+,29.73,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,37
OPST 050100Z 31004KT 4000 FU NSC 21/16 Q1004 NOSIG RH73,OPST,2024-05-05T01:00:00Z,32.536,74.364,21,16,310,4,,2.49,29.65,,,,,,TRUE,,,,FU,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,234
OPPS 050100Z 23004KT 8000 HZ FEW100 FEW20019/15 Q1008,OPPS,2024-05-05T01:00:00Z,33.996,71.515,19,15,230,4,,4.97,29.76,,,,,,,,,,HZ,FEW,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,356
OPMT 050100Z 00000KT 4000 FU NSC 23/16 Q1004 NOSIG,OPMT,2024-05-05T01:00:00Z,30.203,71.419,23,16,0,0,,2.49,29.65,,,,,,TRUE,,,,FU,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,122
OPKC 050100Z 25008KT 6000 FEW030 SCT100 27/22 Q1006 NOSIG,OPKC,2024-05-05T01:00:00Z,24.902,67.139,27,22,250,8,,3.73,29.70,,,,,,TRUE,,,,,FEW,3000,SCT,10000,,,,,MVFR,,,,,,,,,,,,METAR,20
OPIS 050100Z 31010KT 7000 NSC 20/12 Q1007 NOSIG,OPIS,2024-05-05T01:00:00Z,33.551,72.827,20,12,310,10,,4.35,29.73,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,542
OMSJ 050100Z 12003KT CAVOK 25/21 Q1006 NOSIG,OMSJ,2024-05-05T01:00:00Z,25.329,55.517,25,21,120,3,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,33
OMRK 050100Z 33003KT CAVOK 23/21 Q1007 A2975,OMRK,2024-05-05T01:00:00Z,25.613,55.939,23,21,330,3,,6+,29.73,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,18
OMFJ 050100Z 24005KT CAVOK 29/17 Q1006 A2973,OMFJ,2024-05-05T01:00:00Z,25.112,56.324,29,17,240,5,,6+,29.70,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,27
OMDW 050100Z 15007KT CAVOK 29/20 Q1007 NOSIG,OMDW,2024-05-05T01:00:00Z,24.897,55.161,29,20,150,7,,6+,29.73,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,34
OMDB 050100Z VRB01KT CAVOK 30/19 Q1006 NOSIG,OMDB,2024-05-05T01:00:00Z,25.254,55.366,30,19,VRB,1,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
OMAL 050100Z 07004KT CAVOK 27/19 Q1009 NOSIG,OMAL,2024-05-05T01:00:00Z,24.262,55.609,27,19,70,4,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,247
OMAD 050100Z 13004KT CAVOK 29/18 Q1006 NOSIG,OMAD,2024-05-05T01:00:00Z,24.428,54.458,29,18,130,4,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
OMAA 050100Z 13006KT CAVOK 29/19 Q1006 NOSIG,OMAA,2024-05-05T01:00:00Z,24.433,54.651,29,19,130,6,,6+,29.70,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13
OLBA 050100Z 16007KT 8000 BKN035 19/11 Q1011 NOSIG,OLBA,2024-05-05T01:00:00Z,33.82,35.491,19,11,160,7,,4.97,29.85,,,,,,TRUE,,,,,BKN,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,29
OKKK 050100Z 16005KT 8000 NSC 22/19 Q1008 NOSIG,OKKK,2024-05-05T01:00:00Z,29.227,47.969,22,19,160,5,,4.97,29.76,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,55
OJAQ 050100Z 35004KT CAVOK 25/04 Q1009 NOSIG,OJAQ,2024-05-05T01:00:00Z,29.612,35.018,25,4,350,4,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,45
OJAM 050100Z 24010KT 7000 NSC 15/09 Q1011 NOSIG,OJAM,2024-05-05T01:00:00Z,31.973,35.992,15,9,240,10,,4.35,29.85,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,765
OJAI 050100Z 26007KT 5000 HZ NSC 15/04 Q1013 NOSIG,OJAI,2024-05-05T01:00:00Z,31.723,35.993,15,4,260,7,,3.11,29.91,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,723
OIZH 050100Z 25012KT CAVOK 20/11 Q1013 A2994,OIZH,2024-05-05T01:00:00Z,29.472,60.901,20,11,250,12,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1378
OIZC 050100Z 25004KT 4000 BR NSC 25/24 Q1005 A2970,OIZC,2024-05-05T01:00:00Z,25.445,60.383,25,24,250,4,,2.49,29.68,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,13
OIYY 050100Z 22002KT CAVOK 17/06 Q1014,OIYY,2024-05-05T01:00:00Z,31.905,54.276,17,6,220,2,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1226
OITT 050100Z 33006KT 9999 FEW030CB SCT080 09/05 Q1011 A2987,OITT,2024-05-05T01:00:00Z,38.13,46.24,9,5,330,6,,6+,29.85,,,,,,,,,,,FEW,3000,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,1353
OITR 050100Z 23006KT 9999 FEW035CB SCT040 10/05 Q1009 A2982,OITR,2024-05-05T01:00:00Z,37.665,45.066,10,5,230,6,,6+,29.79,,,,,,,,,,,FEW,3500,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,1312
OITP 050100Z 28006KT 9999 BKN040 14/13 Q1004,OITP,2024-05-05T01:00:00Z,39.604,47.882,14,13,280,6,,6+,29.65,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,72
OITL 050100Z 23008KT 9999 FEW040 04/04 Q1008,OITL,2024-05-05T01:00:00Z,38.326,48.424,4,4,230,8,,6+,29.76,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1314
OITK 050100Z 26002KT 8000 FEW040 SCT090 11/05 Q1008 A2978,OITK,2024-05-05T01:00:00Z,38.425,44.975,11,5,260,2,,4.97,29.76,,,,,,,,,,,FEW,4000,SCT,9000,,,,,MVFR,,,,,,,,,,,,METAR,1192
OISY 050100Z 00000KT CAVOK 09/09 Q1020,OISY,2024-05-05T01:00:00Z,30.701,51.545,9,9,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1800
OISS 050100Z 32004KT 5000 BR FEW035 11/11 Q1017 A3003,OISS,2024-05-05T01:00:00Z,29.539,52.59,11,11,320,4,,3.11,30.03,,,,,,,,,,BR,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,1484
OISL 050100Z 00000KT CAVOK 17/16 Q1011 A2988,OISL,2024-05-05T01:00:00Z,27.67,54.375,17,16,0,0,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,804
OISF 050100Z 00000KT 5000 BR NSC 13/13 Q1016 A3002,OISF,2024-05-05T01:00:00Z,28.895,53.72,13,13,0,0,,3.11,30.00,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1305
OINR 050100Z 18004KT CAVOK 15/14 Q1004,OINR,2024-05-05T01:00:00Z,36.91,50.68,15,14,180,4,,6+,29.65,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,-19
OINN 050100Z 15004KT 9999 FEW023CB BKN027 16/14 Q1005,OINN,2024-05-05T01:00:00Z,36.663,51.465,16,14,150,4,,6+,29.68,,,,,,,,,,,FEW,2300,BKN,2700,,,,,MVFR,,,,,,,,,,,,METAR,-25
OING 050100Z 00000KT 7000 SCT025 BKN090 16/15 Q1009,OING,2024-05-05T01:00:00Z,36.908,54.404,16,15,0,0,,4.35,29.79,,,,,,,,,,,SCT,2500,BKN,9000,,,,,MVFR,,,,,,,,,,,,METAR,
OIMN 050100Z 32004KT 3000 BR BKN006 09/09 Q1011,OIMN,2024-05-05T01:00:00Z,37.488,57.303,9,9,320,4,,1.86,29.85,,,,,,,,,,BR,BKN,600,,,,,,,IFR,,,,,,,,,,,,METAR,1065
OIMM 050100Z 36004KT CAVOK 12/10 Q1011 A2986,OIMM,2024-05-05T01:00:00Z,36.236,59.639,12,10,360,4,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,995
OIMB 050100Z 09006KT 9999 SCT035 13/09 Q1013 A2992,OIMB,2024-05-05T01:00:00Z,32.894,59.29,13,9,90,6,,6+,29.91,,,,,,,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,1512
OIKQ 050100Z 00000KT CAVOK 25/22 Q1006,OIKQ,2024-05-05T01:00:00Z,26.755,55.902,25,22,0,0,,6+,29.70,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
OIKK 050100Z 15006KT CAVOK 11/06 Q1019 A3009,OIKK,2024-05-05T01:00:00Z,30.251,56.964,11,6,150,6,,6+,30.09,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1749
OIKB 050100Z 36004KT 6000 NSC 25/22 Q1007 A2974,OIKB,2024-05-05T01:00:00Z,27.218,56.378,25,22,360,4,,3.73,29.73,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,6
OIIP 050100Z 26006KT CAVOK 11/06 Q1011 A2988,OIIP,2024-05-05T01:00:00Z,35.776,50.827,11,6,260,6,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1270
OIIK 050100Z 07004KT 9999 FEW040 09/06 Q1013,OIIK,2024-05-05T01:00:00Z,36.243,50.045,9,6,70,4,,6+,29.91,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1278
OIII 050100Z 27008KT CAVOK 15/04 Q1011 A2988 NOSIG,OIII,2024-05-05T01:00:00Z,35.686,51.304,15,4,270,8,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1182
OIIE 050100Z 26010KT CAVOK 15/06 Q1011,OIIE,2024-05-05T01:00:00Z,35.416,51.152,15,6,260,10,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,993
OIHH 050100Z 06006KT 9999 FEW040 08/05 Q1014 A2997,OIHH,2024-05-05T01:00:00Z,34.869,48.553,8,5,60,6,,6+,29.94,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1742
OIFS 050100Z 29006KT 9999 FEW040 05/01 Q1019,OIFS,2024-05-05T01:00:00Z,32.297,50.842,5,1,290,6,,6+,30.09,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,2042
OIFM 050100Z 22010KT CAVOK 10/03 Q1016 A3002,OIFM,2024-05-05T01:00:00Z,32.752,51.866,10,3,220,10,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1539
OICS 050100Z 00000KT 8000 FEW040 07/05 Q1014 A2996,OICS,2024-05-05T01:00:00Z,35.245,47.009,7,5,0,0,,4.97,29.94,,,,,,,,,,,FEW,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,1369
OICK 050100Z 04004KT 9999 FEW090 12/10 Q1014 A2997,OICK,2024-05-05T01:00:00Z,33.435,48.283,12,10,40,4,,6+,29.94,,,,,,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,1156
OICI 050100Z 11004KT 9999 FEW030CB SCT040 14/12 Q1016 A3000,OICI,2024-05-05T01:00:00Z,33.588,46.397,14,12,110,4,,6+,30.00,,,,,,,,,,,FEW,3000,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,1323
OICC 050100Z 30004KT 9999 SCT060 12/10 Q1014 A2996,OICC,2024-05-05T01:00:00Z,34.346,47.158,12,10,300,4,,6+,29.94,,,,,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,1310
OIBQ 050100Z 19004KT 8000 NSC 24/23 Q1008 A2979,OIBQ,2024-05-05T01:00:00Z,29.259,50.324,24,23,190,4,,4.97,29.76,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,3
OIBP 050100Z 00000KT CAVOK 23/22 Q1006 A2973,OIBP,2024-05-05T01:00:00Z,27.38,52.738,23,22,0,0,,6+,29.70,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13
OIBK 050100Z 33004KT CAVOK 24/21 Q1007,OIBK,2024-05-05T01:00:00Z,26.526,53.98,24,21,330,4,,6+,29.73,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,27
OIBB 050100Z 07006KT 8000 NSC 25/21 Q1007 A2976,OIBB,2024-05-05T01:00:00Z,28.947,50.834,25,21,70,6,,4.97,29.73,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,15
OIAW 050100Z 08002KT 5000 BR NSC 22/20 Q1008,OIAW,2024-05-05T01:00:00Z,31.343,48.751,22,20,80,2,,3.11,29.76,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,25
OIAM 050100Z 00000KT 6000 NSC 23/22 Q1008,OIAM,2024-05-05T01:00:00Z,30.556,49.152,23,22,0,0,,3.73,29.76,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7
OIAH 050100Z 00000KT CAVOK 17/16 Q1013,OIAH,2024-05-05T01:00:00Z,30.336,50.83,17,16,0,0,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,730
OIAA 050100Z 17004KT 7000 NSC 23/21 Q1008,OIAA,2024-05-05T01:00:00Z,30.366,48.23,23,21,170,4,,4.35,29.76,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,4
OEYN 050100Z 26010KT CAVOK 25/17 Q1004 NOSIG,OEYN,2024-05-05T01:00:00Z,24.144,38.063,25,17,260,10,,6+,29.65,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
OEWJ 050100Z 29006KT CAVOK 25/19 Q1007 NOSIG,OEWJ,2024-05-05T01:00:00Z,26.199,36.476,25,19,290,6,,6+,29.73,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
OEWD 050100Z 11010KT 9999 SCT030 27/17 Q1009,OEWD,2024-05-05T01:00:00Z,20.504,45.197,27,17,110,10,,6+,29.79,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,629
OETR 050100Z 29008KT CAVOK 17/M01 Q1011 NOSIG,OETR,2024-05-05T01:00:00Z,31.693,38.731,17,-1,290,8,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,854
OETF 050100Z 21006KT CAVOK 19/11 Q1017 NOSIG,OETF,2024-05-05T01:00:00Z,21.483,40.544,19,11,210,6,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1460
OETB 050100Z 32004KT CAVOK 21/M02 Q1011 NOSIG,OETB,2024-05-05T01:00:00Z,28.366,36.619,21,-2,320,4,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,770
OESK 050100Z 33005KT CAVOK 20/M02 Q1013 NOSIG,OESK,2024-05-05T01:00:00Z,29.785,40.1,20,-2,330,5,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,671
OESH 050100Z 09006KT 7000 VCTS FEW035CB SCT040 29/17 Q1009 NOSIG,OESH,2024-05-05T01:00:00Z,17.467,47.121,29,17,90,6,,4.35,29.79,,,,,,TRUE,,,,VCTS,FEW,3500,SCT,4000,,,,,MVFR,,,,,,,,,,,,METAR,720
OERR 050100Z 32006KT CAVOK 20/00 Q1009 NOSIG,OERR,2024-05-05T01:00:00Z,30.907,41.138,20,0,320,6,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,554
OERK 050100Z 12006KT CAVOK 24/07 Q1013 NOSIG,OERK,2024-05-05T01:00:00Z,24.945,46.702,24,7,120,6,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,618
OERF 050100Z 21004KT CAVOK 18/02 Q1010 NOSIG,OERF,2024-05-05T01:00:00Z,29.626,43.491,18,2,210,4,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,441
OEPA 050100Z 18006KT CAVOK 24/11 Q1010 NOSIG,OEPA,2024-05-05T01:00:00Z,28.335,46.125,24,11,180,6,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,361
OENG 050100Z 06004KT 9999 SCT030 25/15 Q1014 NOSIG,OENG,2024-05-05T01:00:00Z,17.611,44.419,25,15,60,4,,6+,29.94,,,,,,TRUE,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,1210
OEMN 050100Z 00000KT CAVOK 27/17 Q1011,OEMN,2024-05-05T01:00:00Z,-99.99,-99.99,27,17,0,0,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
OEMA 050100Z 27004KT CAVOK 29/04 Q1010 NOSIG,OEMA,2024-05-05T01:00:00Z,24.553,39.705,29,4,270,4,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,639
OEKM 050100Z 00000KT CAVOK 16/12 Q1021 NOSIG,OEKM,2024-05-05T01:00:00Z,18.301,42.798,16,12,0,0,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2038
OEKJ 050100Z 08011KT 9000 NSC 24/12 Q1012,OEKJ,2024-05-05T01:00:00Z,24.07,47.58,24,12,80,11,,5.59,29.88,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,487
